CodClientes;Faturado;SetorAtendim;Emissao;Saida;Transacao;CodProdut;Valor_prod;Qtd;Ganho
3838;S;3;20190912;20190915;49590;60;32.7;55;1798.5
3838;S;6;20191004;20191005;50733;112;42.5;35;1487.5
3838;S;1;20191102;20191106;52162;133;50.2;24;1204.8
3838;S;2;20191103;20191103;52231;62;19.2;55;1056
3838;S;3;20200114;20200118;55987;111;63.9;22;1405.8
3838;S;6;20200309;20200311;58785;80;57.5;46;2645
3838;S;1;20210228;20210228;77181;99;28.6;78;2230.8
3838;S;5;20210307;20210309;77545;103;35.9;74;2656.6
3838;S;1;20210316;20210316;78032;63;17;49;833
3838;S;5;20210323;20210325;78374;86;25.8;19;490.2
3838;S;5;20210525;20210527;81571;63;17;12;204
3838;S;6;20210726;20210726;84746;105;37.6;15;564
3838;S;6;20210928;20210928;87919;109;32.9;47;1546.3
3838;S;2;20211014;20211018;88733;74;72.8;12;873.6
3838;S;2;20211020;20211023;89073;70;58.1;33;1917.3
3411;S;1;20190314;20190318;40239;84;62.8;19;1193.2
3411;S;1;20190719;20190720;46821;70;58.1;7;406.7
3411;S;2;20190814;20190818;48150;115;34.6;15;519
3411;S;2;20190824;20190827;48638;89;73.5;17;1249.5
3411;S;6;20200221;20200225;57884;69;38.9;73;2839.7
3411;S;2;20200310;20200313;58813;127;54.1;11;595.1
3411;N;1;20200325;20200327;59586;113;57.3;39;2234.7
3411;S;1;20210302;20210306;77271;72;53.3;50;2665
3411;S;7;20210418;20210422;79679;132;23.9;18;430.2
3411;S;2;20210421;20210421;79862;112;42.5;35;1487.5
3411;S;5;20210513;20210516;80943;108;50.5;34;1717
3411;S;1;20210527;20210527;81656;127;54.1;46;2488.6
1676;S;3;20190129;20190129;37922;109;32.9;52;1710.8
1676;S;6;20190203;20190204;38122;130;50.6;33;1669.8
1676;S;6;20190215;20190218;38762;82;47.4;70;3318
1676;S;7;20190217;20190217;38891;87;60.3;11;663.3
1676;S;2;20190309;20190313;39935;101;60.3;30;1809
1676;S;3;20190526;20190526;43989;93;69.8;36;2512.8
1676;S;3;20190919;20190921;49953;130;50.6;28;1416.8
1676;S;6;20191111;20191114;52634;71;46.2;79;3649.8
1676;S;6;20200224;20200224;58071;121;45.6;12;547.2
1676;S;7;20200227;20200227;58201;64;20.6;18;370.8
1676;S;7;20200316;20200317;59119;129;56.7;20;1134
1676;S;1;20210424;20210427;79963;95;42.9;26;1115.4
1676;S;6;20210705;20210709;83670;83;53.4;14;747.6
1676;S;4;20210713;20210713;84064;115;34.6;45;1557
1676;S;6;20210725;20210727;84719;98;48.4;36;1742.4
1676;S;4;20210814;20210816;85643;93;69.8;32;2233.6
1676;S;5;20210826;20210826;86235;130;50.6;59;2985.4
1676;S;1;20210918;20210920;87399;132;23.9;77;1840.3
4123;S;5;20190428;20190428;42582;130;50.6;62;3137.2
4123;S;3;20190520;20190524;43677;99;28.6;59;1687.4
4123;S;6;20190717;20190718;46675;74;72.8;5;364
4123;S;1;20190815;20190815;48179;100;63.3;26;1645.8
4123;S;2;20190927;20190927;50397;95;42.9;22;943.8
4123;S;7;20191027;20191027;51927;60;32.7;60;1962
4123;S;5;20191101;20191104;52111;81;56.6;72;4075.2
4123;S;4;20200112;20200116;55849;121;45.6;13;592.8
4123;S;3;20200222;20200226;57946;87;60.3;27;1628.1
4123;S;1;20200224;20200228;58054;115;34.6;60;2076
4123;S;3;20210213;20210214;76392;94;32;43;1376
4123;S;1;20210217;20210220;76601;90;44.5;30;1335
4123;S;3;20210327;20210327;78588;96;65.9;48;3163.2
4123;N;1;20210414;20210415;79486;72;53.3;32;1705.6
4123;S;1;20210503;20210503;80398;125;69.1;7;483.7
4123;S;3;20210608;20210610;82238;123;43.9;72;3160.8
4123;S;5;20210621;20210622;82931;120;61.1;34;2077.4
4123;S;3;20210703;20210703;83572;109;32.9;67;2204.3
4123;S;2;20210909;20210909;86949;102;61.6;42;2587.2
4123;S;4;20210930;20210930;88052;116;35.9;20;718
4123;S;1;20211019;20211019;88990;106;72.1;20;1442
3612;S;2;20190308;20190309;39882;121;45.6;7;319.2
3612;S;2;20190403;20190406;41286;122;29;71;2059
3612;N;5;20190803;20190806;47578;132;23.9;62;1481.8
3612;S;6;20191204;20191204;53922;86;25.8;13;335.4
3612;S;7;20200208;20200209;57210;134;59;33;1947
3612;S;1;20210224;20210226;76966;68;12.5;55;687.5
3612;S;3;20210304;20210308;77348;129;56.7;15;850.5
3612;S;7;20210417;20210419;79638;92;50.7;27;1368.9
3612;S;1;20210421;20210423;79845;127;54.1;64;3462.4
3612;S;6;20210508;20210511;80688;83;53.4;66;3524.4
3612;S;6;20210604;20210604;82027;76;59.7;68;4059.6
3612;S;2;20210915;20210918;87232;123;43.9;43;1887.7
3612;S;6;20211002;20211004;88134;105;37.6;55;2068
2299;S;1;20190215;20190215;38759;88;29;55;1595
2299;S;6;20190610;20190614;44708;80;57.5;7;402.5
2299;S;1;20191004;20191005;50761;115;34.6;62;2145.2
2299;S;5;20191012;20191014;51184;78;52.3;27;1412.1
2299;S;2;20200217;20200218;57687;90;44.5;44;1958
2299;S;7;20200314;20200314;59038;114;38;67;2546
2299;S;6;20210224;20210228;76944;129;56.7;37;2097.9
2299;S;4;20210911;20210915;87017;127;54.1;30;1623
2554;S;1;20190804;20190805;47627;113;57.3;17;974.1
2554;S;2;20200201;20200202;56839;122;29;66;1914
2554;S;3;20210811;20210811;85529;65;47.6;28;1332.8
2554;S;5;20210902;20210906;86596;71;46.2;72;3326.4
1322;S;6;20190411;20190411;41648;130;50.6;41;2074.6
1322;S;1;20190512;20190513;43312;111;63.9;8;511.2
1322;S;1;20190705;20190708;46053;107;45.3;19;860.7
1322;S;2;20191029;20191029;51993;99;28.6;9;257.4
1322;S;6;20191114;20191116;52792;92;50.7;22;1115.4
1322;S;6;20191115;20191116;52831;83;53.4;38;2029.2
1322;S;7;20191122;20191122;53241;121;45.6;15;684
1322;N;1;20200126;20200126;56614;71;46.2;76;3511.2
1322;S;6;20210224;20210224;76976;122;29;26;754
1322;S;1;20210403;20210403;78893;93;69.8;7;488.6
1322;S;7;20210602;20210605;81897;134;59;11;649
1322;S;5;20210619;20210621;82800;62;19.2;47;902.4
1322;S;3;20210825;20210829;86199;74;72.8;3;218.4
1322;S;3;20210927;20210927;87868;131;30;41;1230
1322;S;1;20211023;20211024;89186;65;47.6;42;1999.2
316;S;6;20190310;20190312;40002;68;12.5;54;675
316;S;3;20190401;20190405;41135;134;59;32;1888
316;S;5;20190502;20190506;42802;73;47.5;39;1852.5
316;S;4;20190612;20190615;44846;99;28.6;53;1515.8
316;S;6;20200303;20200303;58448;71;46.2;49;2263.8
316;S;3;20200303;20200304;58489;85;41.1;70;2877
316;S;1;20210227;20210227;77120;124;33.4;25;835
316;S;2;20210326;20210326;78543;132;23.9;65;1553.5
316;S;6;20210903;20210906;86609;109;32.9;47;1546.3
1464;S;3;20190403;20190405;41259;99;28.6;16;457.6
1464;S;1;20190904;20190908;49198;77;68.4;23;1573.2
1464;S;2;20191012;20191012;51185;70;58.1;42;2440.2
1464;S;3;20200203;20200206;56947;120;61.1;19;1160.9
1464;S;1;20200314;20200316;59039;88;29;58;1682
1464;S;2;20200317;20200318;59152;98;48.4;49;2371.6
1464;S;7;20210218;20210220;76627;111;63.9;33;2108.7
1464;S;2;20210530;20210530;81786;99;28.6;41;1172.6
1464;S;2;20210605;20210606;82043;67;15.7;80;1256
1464;S;3;20210714;20210718;84111;119;24.5;48;1176
1464;S;3;20210815;20210817;85706;113;57.3;40;2292
1464;S;1;20210913;20210915;87123;80;57.5;31;1782.5
1464;S;5;20210929;20210929;87983;134;59;29;1711
3401;S;3;20190405;20190409;41373;66;20;27;540
3401;S;6;20190624;20190626;45457;82;47.4;76;3602.4
3401;S;2;20190721;20190721;46908;103;35.9;11;394.9
3401;S;4;20191123;20191124;53314;75;40.7;15;610.5
3401;S;6;20210514;20210514;80988;69;38.9;66;2567.4
3401;S;1;20210710;20210714;83911;61;34;41;1394
3401;S;2;20210717;20210720;84288;129;56.7;40;2268
208;S;5;20190313;20190317;40208;96;65.9;32;2108.8
208;S;2;20190428;20190428;42600;96;65.9;12;790.8
208;S;3;20190520;20190521;43688;93;69.8;32;2233.6
208;S;6;20190613;20190615;44877;93;69.8;17;1186.6
208;S;1;20190917;20190920;49831;115;34.6;44;1522.4
208;S;6;20191020;20191022;51543;90;44.5;9;400.5
208;S;2;20200123;20200124;56465;101;60.3;34;2050.2
208;S;5;20200125;20200126;56533;75;40.7;11;447.7
208;S;1;20200320;20200320;59328;114;38;38;1444
208;S;1;20210310;20210313;77661;103;35.9;56;2010.4
208;S;4;20210515;20210518;81057;127;54.1;52;2813.2
208;S;6;20210824;20210824;86137;87;60.3;10;603
208;S;2;20210913;20210917;87134;130;50.6;18;910.8
342;S;6;20190301;20190301;39545;106;72.1;11;793.1
342;S;3;20190302;20190303;39583;114;38;34;1292
342;S;1;20190311;20190314;40089;88;29;6;174
342;S;1;20190408;20190410;41533;63;17;17;289
342;S;5;20190727;20190727;47269;100;63.3;13;822.9
342;S;4;20190728;20190728;47317;98;48.4;17;822.8
342;S;3;20190825;20190826;48707;63;17;49;833
342;S;1;20190920;20190922;50031;68;12.5;20;250
342;S;3;20200326;20200326;59682;97;43.2;41;1771.2
342;S;5;20210212;20210213;76298;123;43.9;10;439
342;S;5;20210215;20210219;76490;63;17;56;952
342;S;7;20210707;20210711;83786;125;69.1;49;3385.9
3841;S;1;20190721;20190722;46931;67;15.7;57;894.9
3841;S;3;20190916;20190916;49815;78;52.3;26;1359.8
3841;S;6;20190922;20190924;50110;113;57.3;38;2177.4
3841;S;1;20210521;20210521;81376;103;35.9;69;2477.1
3841;S;2;20210527;20210527;81668;114;38;27;1026
3841;S;5;20210813;20210817;85574;106;72.1;17;1225.7
4503;S;6;20190118;20190122;37376;114;38;49;1862
4503;S;6;20190203;20190205;38115;67;15.7;68;1067.6
4503;S;1;20190307;20190307;39827;123;43.9;11;482.9
4503;S;1;20190628;20190628;45693;88;29;59;1711
4503;S;3;20190709;20190709;46244;130;50.6;15;759
4503;S;1;20190810;20190814;47945;67;15.7;31;486.7
4503;S;3;20190906;20190908;49271;109;32.9;39;1283.1
4503;S;5;20191108;20191108;52459;92;50.7;23;1166.1
4503;S;7;20200302;20200302;58417;115;34.6;69;2387.4
4503;S;2;20200321;20200324;59377;123;43.9;56;2458.4
4503;S;7;20210227;20210227;77091;61;34;36;1224
4503;N;2;20210228;20210228;77138;60;32.7;37;1209.9
4503;S;1;20210406;20210408;79081;94;32;16;512
4503;S;1;20210629;20210629;83323;134;59;9;531
4503;S;3;20210713;20210713;84081;108;50.5;25;1262.5
4503;N;5;20210717;20210720;84267;103;35.9;65;2333.5
4503;S;7;20210812;20210813;85558;104;37.8;60;2268
2308;S;5;20190209;20190210;38423;109;32.9;15;493.5
2308;S;1;20190411;20190411;41684;91;67.9;50;3395
2308;S;1;20190617;20190617;45110;116;35.9;61;2189.9
2308;S;3;20190820;20190823;48459;66;20;13;260
2308;S;7;20190925;20190928;50240;67;15.7;40;628
2308;S;2;20191222;20191226;54846;134;59;44;2596
2308;N;7;20200109;20200109;55710;117;73;13;949
2308;S;3;20200221;20200225;57898;79;73.4;10;734
2308;S;2;20200314;20200315;58988;110;20.6;57;1174.2
2308;S;1;20210316;20210319;78041;68;12.5;54;675
2308;S;2;20210321;20210322;78276;134;59;34;2006
2308;S;1;20210323;20210327;78379;111;63.9;18;1150.2
2308;S;2;20210403;20210406;78887;94;32;29;928
2308;S;2;20211001;20211002;88114;85;41.1;15;616.5
2308;S;1;20211013;20211017;88691;102;61.6;49;3018.4
1007;S;3;20190222;20190224;39156;76;59.7;75;4477.5
1007;S;6;20190302;20190304;39594;92;50.7;50;2535
1007;S;6;20190627;20190627;45608;109;32.9;37;1217.3
1007;S;1;20190728;20190728;47308;66;20;44;880
1007;S;2;20190728;20190728;47339;78;52.3;13;679.9
1007;S;2;20190814;20190818;48148;69;38.9;49;1906.1
1007;S;6;20190919;20190923;49992;126;69.4;37;2567.8
1007;S;5;20191014;20191016;51293;77;68.4;21;1436.4
1007;S;5;20191109;20191110;52497;70;58.1;11;639.1
1007;S;6;20191203;20191204;53805;93;69.8;49;3420.2
1007;S;2;20210219;20210222;76704;69;38.9;28;1089.2
1007;S;3;20210317;20210317;78074;101;60.3;29;1748.7
1007;S;7;20210818;20210820;85868;85;41.1;53;2178.3
1007;S;1;20210818;20210820;85884;68;12.5;32;400
1007;S;7;20211003;20211006;88170;127;54.1;63;3408.3
1007;S;6;20211016;20211020;88821;78;52.3;31;1621.3
1007;S;2;20211016;20211019;88861;116;35.9;38;1364.2
2347;N;3;20190125;20190127;37730;121;45.6;39;1778.4
2347;S;6;20190325;20190329;40822;91;67.9;12;814.8
2347;S;6;20190911;20190911;49520;102;61.6;10;616
2347;S;6;20200108;20200109;55662;120;61.1;13;794.3
1732;S;2;20190110;20190113;36932;106;72.1;18;1297.8
1732;N;3;20190116;20190118;37244;89;73.5;14;1029
1732;S;4;20190204;20190205;38193;119;24.5;20;490
1732;S;2;20190415;20190415;41908;91;67.9;34;2308.6
1732;S;1;20190726;20190726;47227;120;61.1;39;2382.9
1732;S;6;20210228;20210228;77140;125;69.1;25;1727.5
1732;S;1;20210314;20210314;77921;123;43.9;48;2107.2
1732;S;7;20210329;20210329;78698;105;37.6;40;1504
1732;S;5;20210810;20210812;85463;81;56.6;34;1924.4
1732;S;2;20210904;20210905;86673;128;51.3;55;2821.5
1732;S;5;20211003;20211007;88209;130;50.6;6;303.6
3828;S;5;20190113;20190116;37122;105;37.6;65;2444
3828;S;3;20190201;20190204;38052;62;19.2;58;1113.6
3828;S;1;20190211;20190214;38535;77;68.4;48;3283.2
3828;S;6;20190212;20190212;38614;64;20.6;50;1030
3828;S;3;20190222;20190222;39136;100;63.3;45;2848.5
3828;S;1;20190317;20190321;40406;66;20;32;640
3828;S;1;20190809;20190812;47862;106;72.1;15;1081.5
3828;S;3;20190813;20190816;48095;89;73.5;9;661.5
3828;S;7;20200117;20200117;56097;96;65.9;13;856.7
3828;S;2;20200326;20200326;59668;112;42.5;38;1615
3828;S;1;20210203;20210207;75827;110;20.6;69;1421.4
3828;S;6;20210604;20210606;82019;117;73;2;146
3828;S;2;20210704;20210706;83625;119;24.5;59;1445.5
3828;S;3;20210825;20210826;86187;84;62.8;15;942
3828;S;6;20210910;20210913;86987;81;56.6;34;1924.4
2818;S;7;20190213;20190215;38674;68;12.5;29;362.5
2818;S;2;20190314;20190314;40231;64;20.6;31;638.6
2818;S;5;20190415;20190415;41880;110;20.6;23;473.8
2818;S;1;20190529;20190529;44127;121;45.6;22;1003.2
2818;S;5;20190610;20190614;44706;97;43.2;24;1036.8
2818;S;6;20190614;20190615;44946;80;57.5;45;2587.5
2818;S;3;20190711;20190713;46370;125;69.1;26;1796.6
2818;S;2;20190927;20190927;50400;62;19.2;56;1075.2
2818;S;6;20191113;20191117;52716;125;69.1;7;483.7
2818;S;6;20191211;20191211;54220;63;17;78;1326
2818;S;2;20200114;20200118;55944;88;29;73;2117
2818;S;2;20200315;20200318;59073;82;47.4;63;2986.2
2818;S;3;20200401;20200402;59934;94;32;52;1664
2818;S;1;20210625;20210627;83120;108;50.5;50;2525
2818;S;1;20210929;20210929;87989;108;50.5;33;1666.5
3614;S;1;20190228;20190228;39452;83;53.4;52;2776.8
3614;S;3;20190317;20190320;40394;79;73.4;12;880.8
3614;S;6;20190504;20190508;42878;98;48.4;31;1500.4
3614;S;1;20190720;20190724;46858;106;72.1;18;1297.8
3614;S;6;20190830;20190830;48971;60;32.7;41;1340.7
3614;S;1;20191009;20191013;51029;124;33.4;24;801.6
3614;S;3;20191120;20191121;53129;82;47.4;76;3602.4
3614;S;2;20210215;20210216;76483;97;43.2;42;1814.4
3614;S;2;20210302;20210304;77291;122;29;23;667
3614;S;3;20210309;20210311;77651;106;72.1;11;793.1
3614;S;3;20210325;20210326;78494;95;42.9;19;815.1
3614;S;4;20210403;20210405;78907;71;46.2;54;2494.8
3614;S;6;20210416;20210416;79573;68;12.5;55;687.5
3614;S;6;20210728;20210728;84860;65;47.6;33;1570.8
3614;S;1;20210829;20210829;86402;125;69.1;45;3109.5
3614;S;6;20210901;20210902;86536;115;34.6;29;1003.4
2071;S;1;20190207;20190210;38344;66;20;36;720
2071;N;1;20190217;20190218;38872;72;53.3;29;1545.7
2071;S;6;20190417;20190420;41984;134;59;10;590
2071;S;6;20190418;20190422;42013;121;45.6;10;456
2071;S;3;20190716;20190717;46626;75;40.7;33;1343.1
2071;S;6;20190907;20190907;49319;80;57.5;41;2357.5
2071;S;2;20191009;20191010;50996;82;47.4;34;1611.6
2071;S;3;20191123;20191125;53300;80;57.5;20;1150
2071;S;2;20191126;20191126;53448;63;17;17;289
2071;S;3;20191130;20191130;53688;84;62.8;34;2135.2
2071;S;2;20191212;20191214;54293;113;57.3;46;2635.8
2071;S;7;20191213;20191213;54329;103;35.9;29;1041.1
2071;S;6;20200125;20200129;56540;87;60.3;20;1206
2071;S;7;20200310;20200311;58822;125;69.1;47;3247.7
2071;S;6;20210303;20210305;77308;108;50.5;9;454.5
2071;S;1;20210515;20210517;81042;60;32.7;30;981
3423;S;2;20190220;20190223;39009;129;56.7;42;2381.4
3423;S;3;20190227;20190227;39419;68;12.5;42;525
3423;S;3;20190401;20190405;41176;118;57.1;27;1541.7
3423;S;5;20190507;20190507;43054;67;15.7;21;329.7
3423;S;5;20190602;20190604;44311;92;50.7;13;659.1
3423;S;2;20190612;20190612;44853;73;47.5;12;570
3423;S;3;20190702;20190703;45891;108;50.5;50;2525
3423;S;3;20191103;20191105;52229;66;20;53;1060
3423;S;2;20191122;20191124;53229;120;61.1;28;1710.8
3423;S;7;20200116;20200120;56069;81;56.6;13;735.8
3423;S;2;20210220;20210223;76737;121;45.6;34;1550.4
3423;S;2;20210323;20210323;78373;91;67.9;49;3327.1
3423;S;2;20210423;20210427;79940;120;61.1;14;855.4
3423;S;7;20210424;20210424;79974;95;42.9;15;643.5
3423;S;3;20211006;20211007;88368;127;54.1;28;1514.8
4136;S;6;20190509;20190509;43122;116;35.9;77;2764.3
4136;S;5;20190516;20190517;43505;119;24.5;72;1764
4136;S;1;20190610;20190613;44697;72;53.3;39;2078.7
4136;S;7;20190904;20190905;49196;96;65.9;50;3295
4136;S;3;20191005;20191007;50811;92;50.7;54;2737.8
4136;S;3;20191108;20191110;52473;133;50.2;17;853.4
4136;S;7;20191109;20191113;52502;68;12.5;25;312.5
4136;S;3;20191205;20191209;53971;67;15.7;46;722.2
4136;S;3;20191213;20191213;54374;90;44.5;40;1780
4136;S;6;20200130;20200130;56834;68;12.5;49;612.5
4136;S;2;20210213;20210216;76383;61;34;8;272
4136;S;7;20210811;20210815;85479;102;61.6;36;2217.6
1139;S;6;20190110;20190113;36956;71;46.2;40;1848
1139;S;1;20190202;20190206;38110;76;59.7;19;1134.3
1139;S;2;20190212;20190212;38602;92;50.7;28;1419.6
1139;S;6;20190309;20190309;39980;105;37.6;62;2331.2
1139;S;6;20190406;20190408;41432;79;73.4;1;73.4
1139;S;3;20190412;20190416;41705;72;53.3;15;799.5
1139;S;2;20190523;20190526;43865;97;43.2;38;1641.6
1139;S;1;20190625;20190626;45498;119;24.5;65;1592.5
1139;S;2;20191118;20191119;53000;124;33.4;75;2505
1139;S;2;20191219;20191222;54693;80;57.5;30;1725
1139;S;5;20200114;20200117;55939;83;53.4;32;1708.8
1139;S;3;20210209;20210209;76139;86;25.8;74;1909.2
1139;S;7;20210524;20210524;81493;133;50.2;45;2259
1139;S;3;20210616;20210616;82655;91;67.9;39;2648.1
1139;S;6;20211021;20211022;89108;106;72.1;13;937.3
1708;S;1;20190202;20190205;38070;69;38.9;20;778
1708;N;4;20190515;20190518;43438;90;44.5;50;2225
1708;S;1;20190616;20190616;45020;121;45.6;31;1413.6
1708;S;1;20190804;20190808;47646;87;60.3;50;3015
1708;S;6;20190921;20190925;50049;124;33.4;71;2371.4
1708;S;5;20191007;20191009;50911;120;61.1;36;2199.6
1708;S;1;20191007;20191011;50939;93;69.8;36;2512.8
1708;S;3;20200117;20200121;56128;68;12.5;46;575
1708;S;6;20200228;20200228;58243;99;28.6;56;1601.6
1708;S;1;20200229;20200229;58302;60;32.7;32;1046.4
1708;S;2;20210507;20210507;80621;91;67.9;20;1358
1708;S;3;20210713;20210716;84043;70;58.1;8;464.8
1708;S;6;20210724;20210726;84640;102;61.6;33;2032.8
1708;N;3;20211016;20211020;88818;86;25.8;78;2012.4
206;S;3;20190129;20190129;37925;108;50.5;7;353.5
206;S;1;20190207;20190210;38329;106;72.1;8;576.8
206;S;3;20190301;20190302;39540;70;58.1;32;1859.2
206;S;1;20190502;20190505;42778;105;37.6;15;564
206;S;3;20190724;20190724;47100;117;73;17;1241
206;S;3;20191025;20191025;51806;89;73.5;16;1176
206;S;1;20200111;20200113;55794;132;23.9;24;573.6
206;S;4;20200220;20200223;57832;123;43.9;8;351.2
206;S;1;20200315;20200316;59058;88;29;27;783
206;S;3;20210524;20210524;81509;130;50.6;75;3795
206;S;5;20210923;20210926;87674;78;52.3;15;784.5
310;S;3;20190428;20190428;42557;69;38.9;16;622.4
310;S;6;20190613;20190614;44902;95;42.9;79;3389.1
310;S;6;20190829;20190829;48884;120;61.1;9;549.9
310;S;1;20190916;20190920;49812;115;34.6;70;2422
310;N;5;20191205;20191208;53975;86;25.8;16;412.8
310;S;1;20200107;20200109;55626;87;60.3;21;1266.3
310;S;3;20200109;20200110;55695;86;25.8;59;1522.2
310;S;3;20200115;20200117;56008;69;38.9;49;1906.1
310;S;5;20200321;20200321;59402;63;17;39;663
310;S;5;20210227;20210227;77107;95;42.9;23;986.7
310;S;3;20210614;20210616;82537;66;20;9;180
310;S;2;20210616;20210619;82649;105;37.6;31;1165.6
310;S;7;20210701;20210702;83437;85;41.1;48;1972.8
310;S;6;20210717;20210719;84280;75;40.7;10;407
2556;S;1;20190113;20190115;37107;66;20;13;260
2556;S;2;20190526;20190526;44018;75;40.7;38;1546.6
2556;S;5;20190703;20190706;45925;102;61.6;19;1170.4
2556;S;1;20190808;20190808;47857;83;53.4;54;2883.6
2556;S;6;20190909;20190913;49415;80;57.5;41;2357.5
2556;S;6;20190922;20190922;50111;123;43.9;61;2677.9
2556;S;3;20190926;20190926;50294;110;20.6;14;288.4
2556;S;1;20191008;20191010;50969;111;63.9;29;1853.1
2556;S;5;20191114;20191118;52758;85;41.1;32;1315.2
2556;S;6;20191207;20191209;54039;97;43.2;16;691.2
2556;S;5;20191208;20191212;54084;110;20.6;59;1215.4
2556;S;3;20200227;20200227;58207;60;32.7;30;981
2556;S;4;20200306;20200307;58614;92;50.7;27;1368.9
2556;S;6;20200326;20200326;59667;70;58.1;26;1510.6
2556;S;1;20210320;20210322;78228;67;15.7;37;580.9
2556;S;2;20210327;20210327;78579;93;69.8;23;1605.4
2556;S;2;20210407;20210409;79111;70;58.1;46;2672.6
2556;S;1;20210515;20210515;81041;110;20.6;33;679.8
2556;S;3;20210609;20210612;82256;88;29;21;609
2556;S;3;20210821;20210821;86016;83;53.4;57;3043.8
3827;S;5;20190111;20190114;37011;78;52.3;14;732.2
3827;S;1;20190210;20190212;38487;101;60.3;16;964.8
3827;S;3;20190302;20190302;39597;115;34.6;38;1314.8
3827;S;5;20190308;20190312;39910;115;34.6;68;2352.8
3827;S;2;20190325;20190327;40869;110;20.6;60;1236
3827;S;2;20191028;20191028;51951;100;63.3;20;1266
3827;S;6;20191207;20191211;54034;130;50.6;32;1619.2
3827;S;3;20210322;20210325;78312;120;61.1;44;2688.4
3827;S;1;20210323;20210326;78346;121;45.6;35;1596
3827;S;1;20210421;20210423;79827;120;61.1;10;611
3827;S;6;20210503;20210506;80428;74;72.8;20;1456
3827;S;3;20210514;20210516;81004;86;25.8;57;1470.6
3827;S;5;20210615;20210618;82576;133;50.2;24;1204.8
3827;S;2;20210724;20210724;84631;115;34.6;58;2006.8
3827;S;1;20210929;20210929;87969;98;48.4;29;1403.6
252;S;6;20190125;20190127;37710;118;57.1;52;2969.2
252;S;6;20190211;20190213;38530;90;44.5;45;2002.5
252;S;2;20190218;20190219;38926;76;59.7;17;1014.9
252;S;1;20190412;20190414;41738;108;50.5;9;454.5
252;S;1;20190420;20190421;42161;65;47.6;55;2618
252;S;6;20190510;20190513;43193;67;15.7;42;659.4
252;S;5;20190607;20190611;44555;74;72.8;14;1019.2
252;S;3;20190630;20190630;45758;114;38;36;1368
252;S;2;20190714;20190716;46547;96;65.9;31;2042.9
252;S;5;20210204;20210204;75874;96;65.9;24;1581.6
252;S;2;20210308;20210310;77605;80;57.5;17;977.5
252;S;2;20210324;20210326;78440;111;63.9;15;958.5
252;S;6;20210422;20210423;79868;76;59.7;10;597
252;S;2;20210504;20210505;80451;98;48.4;36;1742.4
252;S;5;20210607;20210610;82172;125;69.1;23;1589.3
252;S;3;20210620;20210624;82860;78;52.3;20;1046
252;S;3;20210709;20210709;83900;129;56.7;25;1417.5
252;S;1;20210714;20210716;84132;61;34;44;1496
252;S;1;20210811;20210813;85492;124;33.4;37;1235.8
252;S;3;20210903;20210907;86620;73;47.5;42;1995
252;S;6;20210928;20210928;87944;110;20.6;26;535.6
2079;S;6;20190621;20190624;45285;106;72.1;11;793.1
2079;S;7;20191119;20191122;53077;120;61.1;38;2321.8
2079;S;7;20210215;20210215;76465;103;35.9;9;323.1
2079;S;5;20210813;20210814;85582;103;35.9;12;430.8
2081;S;6;20190224;20190224;39279;133;50.2;26;1305.2
2081;S;6;20190814;20190818;48128;87;60.3;41;2472.3
2081;S;3;20190818;20190818;48345;111;63.9;46;2939.4
2081;S;1;20190924;20190926;50226;107;45.3;42;1902.6
2081;S;1;20191124;20191128;53325;119;24.5;25;612.5
2081;S;7;20191223;20191226;54906;107;45.3;8;362.4
2081;S;5;20200325;20200328;59574;80;57.5;9;517.5
2081;S;3;20210428;20210428;80178;86;25.8;19;490.2
2081;S;7;20210628;20210628;83269;83;53.4;18;961.2
2081;S;3;20210724;20210726;84672;103;35.9;15;538.5
2081;S;1;20210822;20210826;86066;80;57.5;24;1380
3114;S;6;20190330;20190330;41101;89;73.5;15;1102.5
3114;S;1;20190520;20190521;43693;80;57.5;19;1092.5
3114;S;2;20190729;20190729;47371;65;47.6;44;2094.4
3114;S;6;20210210;20210214;76215;94;32;12;384
3114;S;3;20210304;20210308;77384;95;42.9;71;3045.9
3114;S;7;20210312;20210316;77815;118;57.1;11;628.1
3114;S;4;20210317;20210320;78053;105;37.6;25;940
3114;S;2;20210329;20210329;78664;75;40.7;27;1098.9
3114;S;1;20210820;20210821;85970;128;51.3;21;1077.3
3114;S;1;20211006;20211006;88375;91;67.9;11;746.9
309;S;2;20190529;20190529;44172;125;69.1;27;1865.7
309;S;5;20191006;20191009;50863;60;32.7;63;2060.1
309;N;5;20191009;20191012;51044;67;15.7;2;31.4
309;S;1;20200205;20200209;57082;102;61.6;16;985.6
309;S;2;20200305;20200309;58586;127;54.1;43;2326.3
309;S;2;20210411;20210413;79315;126;69.4;25;1735
309;S;1;20210525;20210526;81579;132;23.9;32;764.8
309;S;1;20211018;20211021;88955;113;57.3;27;1547.1
309;S;1;20211020;20211020;89047;114;38;66;2508
617;S;1;20190122;20190123;37557;60;32.7;69;2256.3
617;S;3;20190224;20190225;39231;63;17;50;850
617;S;3;20190427;20190427;42513;88;29;48;1392
617;S;3;20190926;20190926;50283;61;34;18;612
617;S;1;20190926;20190926;50289;84;62.8;43;2700.4
617;S;6;20210207;20210209;76011;117;73;6;438
617;S;2;20210925;20210928;87775;120;61.1;28;1710.8
617;S;1;20211003;20211006;88183;132;23.9;21;501.9
