index;index;cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;Situacao_Cadastral;data_inicio_atividade;uf;municipio;opcao_pelo_simples;opcao_mei;CodClientes;faturam_cancel;faturam_concluid;ST1;ST2;ST3;ST4;ST5;ST6;ST7;Qtd;valor_comprado;Interv_Transacao;duracao_transacao;Interv_Transacao_std;ultima_compra_ano;ultima_compra_mes;ultima_compra_dia;evasao;tempo_existencia
410;119564;27256067;1;48;1;4;2017-03-08;DF;9701;1;1;1389;0;7;1;1;2;0;1;2;0;42.42857142857143;1112.0714285714287;130;1.8571428571428572;85.48619121758139;2021;5;29;1;4
411;119600;27272602;1;54;1;2;2017-03-10;DF;9701;1;0;2382;2;10;5;2;1;2;0;2;0;36.0;1161.8416666666667;86;2.4166666666666665;110.59433727825548;2021;10;23;0;4
412;119658;27317610;1;70;1;2;2017-03-16;DF;9701;1;0;1594;1;13;5;3;1;0;2;3;0;39.785714285714285;1492.2;72;1.8571428571428572;84.55963198209146;2021;9;19;0;4
413;120026;27532190;1;44;1;8;2017-04-11;DF;9701;0;0;1443;4;18;4;4;2;2;5;3;2;27.5;1350.8090909090909;44;1.6818181818181819;41.26288708197883;2021;10;2;0;4
414;120457;27788186;1;41;1;4;2017-05-22;DF;9701;0;0;3581;1;19;7;3;4;0;3;0;3;32.65;1313.71;42;1.55;52.059256669550614;2021;8;29;1;4
415;120472;27552469;1;90;1;4;2017-04-19;DF;9701;0;0;1439;2;14;3;1;9;0;1;2;0;34.875;1765.7;57;1.75;51.51137954105115;2021;9;9;0;4
416;120478;27798168;1;40;1;8;2017-05-23;DF;9701;0;0;3711;3;16;4;2;4;1;4;2;2;44.10526315789474;1433.5473684210526;51;2.0;75.12518359296398;2021;9;20;0;4
417;120571;27857547;1;64;1;4;2017-05-31;DF;9701;0;0;1500;1;12;1;3;1;2;2;3;1;37.69230769230769;1383.3153846153846;78;2.4615384615384617;99.81103674221382;2021;10;2;0;4
418;121109;28234018;1;77;1;8;2017-07-20;DF;9701;0;0;1985;1;19;4;3;6;1;2;3;1;36.55;1024.9850000000001;46;1.9;40.62339704913456;2021;8;20;1;4
419;121115;28234264;1;29;1;2;2017-07-21;DF;9701;1;0;3833;2;13;3;3;3;1;2;3;0;36.93333333333333;1796.8600000000001;60;1.7333333333333334;50.43079719895819;2021;6;24;1;4
420;121368;28389705;1;61;1;2;2017-08-10;DF;9701;1;0;1689;1;11;3;0;1;1;4;1;2;39.25;1701.0666666666666;83;1.3333333333333333;61.36680126518459;2021;10;4;0;4
421;121469;20776148;2;0;0;2;2017-08-11;DF;9701;1;0;2626;0;20;0;2;7;2;5;3;1;37.45;1085.05;51;1.95;56.992977163711835;2021;10;14;0;4
422;121569;28510260;1;26;1;8;2017-08-25;DF;9701;0;0;2057;0;19;2;5;2;0;2;7;1;28.63157894736842;1136.3526315789475;54;1.368421052631579;41.143118171080644;2021;9;29;0;4
423;121619;28427926;3;49;0;8;2017-08-29;DF;9701;0;0;2023;2;10;3;1;1;1;2;4;0;30.416666666666668;1254.45;89;1.9166666666666667;90.62947908566417;2021;10;7;0;4
424;121968;28427926;4;20;0;8;2017-09-26;DF;9701;0;0;2013;1;12;2;3;6;0;1;1;0;33.76923076923077;1401.076923076923;54;2.4615384615384617;52.364308773565725;2021;3;10;1;4
425;122127;28866372;1;14;1;2;2017-10-17;DF;9701;1;0;4524;1;16;1;7;3;0;4;2;0;31.941176470588236;1471.3235294117646;57;1.588235294117647;83.43745318350747;2021;9;25;0;4
426;122151;3696869;2;91;0;2;2017-10-05;DF;9701;0;0;1912;1;16;1;5;6;0;2;3;0;29.823529411764707;1255.3764705882354;56;1.7058823529411764;40.02733441037512;2021;6;30;1;4
427;122195;28899483;1;27;1;2;2017-10-20;DF;9701;1;0;2342;1;14;4;2;2;1;1;5;0;26.666666666666668;1203.22;57;2.066666666666667;44.42242722788036;2021;4;29;1;4
428;122530;29094478;1;0;1;2;2017-11-17;DF;9701;1;0;2059;0;10;2;4;1;1;0;1;1;28.2;846.3799999999999;80;1.6;74.85854973973115;2021;5;27;1;4
429;122770;24228615;2;19;0;2;2017-11-23;DF;9701;1;0;3646;2;19;5;1;4;1;7;2;1;29.142857142857142;1421.452380952381;45;1.5714285714285714;49.79987449783383;2021;8;8;1;4
430;122891;29334479;1;84;1;2;2017-12-29;DF;9701;0;0;3551;0;15;4;3;3;0;0;3;2;35.2;1944.9066666666665;52;1.4666666666666666;44.80752487824211;2021;5;3;1;4
431;123403;29653070;1;20;1;2;2018-02-08;DF;9701;1;0;3554;1;16;3;4;2;0;2;5;1;30.647058823529413;1181.8235294117646;62;1.5294117647058822;72.18368496412468;2021;10;23;0;3
432;123464;29685820;1;46;1;2;2018-02-15;DF;9701;1;0;2274;1;10;1;6;4;0;0;0;0;22.636363636363637;1049.6363636363637;63;1.4545454545454546;55.4764815034263;2021;2;22;1;3
433;123655;29791504;1;59;1;2;2018-02-27;DF;9701;1;0;2209;1;12;1;1;3;1;2;3;2;24.46153846153846;852.0999999999999;84;1.3076923076923077;78.76913347808829;2021;10;15;0;3
434;123701;29822808;1;36;1;2;2018-03-01;DF;9701;0;0;3710;3;13;3;2;1;3;0;7;0;40.75;1005.2249999999999;54;1.9375;38.07711473663239;2021;9;23;0;3
435;123890;29923766;1;20;1;2;2018-03-13;DF;9701;0;0;3081;0;24;4;4;2;0;6;5;3;27.708333333333332;1418.1583333333335;41;1.625;45.143250253811594;2021;8;30;1;3
436;124156;30086189;1;48;1;2;2018-04-02;DF;9701;0;0;3005;1;17;4;2;0;2;5;4;1;23.5;1053.8666666666666;59;2.0;88.13829962956908;2021;10;22;0;3
437;124548;30317808;1;68;1;2;2018-04-27;DF;9701;1;0;4508;2;18;1;6;5;0;3;4;1;35.8;1585.595;50;2.35;40.55829223786521;2021;10;10;0;3
438;124725;26713936;1;53;1;2;2016-12-14;DF;9701;1;0;1573;1;14;2;0;1;0;2;8;2;35.2;1121.0333333333333;68;2.6666666666666665;70.95820126335371;2021;8;26;0;5
439;124805;28162023;1;11;1;2;2017-07-12;DF;9701;1;0;4133;4;29;7;6;6;0;3;10;1;26.818181818181817;1133.6696969696968;29;2.1818181818181817;24.886598269701306;2021;9;7;1;4
440;125169;30617788;1;40;1;8;2018-06-05;DF;9701;0;0;2150;1;12;2;0;4;1;3;2;1;35.61538461538461;928.3615384615385;79;1.5384615384615385;72.00270056663769;2021;9;12;0;3
441;125256;26199249;4;4;0;2;2018-06-11;DF;9701;0;0;2316;4;15;3;5;2;1;5;3;0;30.68421052631579;1420.1473684210525;45;1.6842105263157894;36.846528556523026;2021;10;12;0;3
442;125340;30382439;3;59;0;8;2018-06-15;DF;9701;1;0;2385;2;16;2;0;2;1;6;7;0;44.72222222222222;1349.5888888888887;56;2.7777777777777777;70.01976982317183;2021;9;24;0;3
443;125349;30721356;1;85;1;2;2018-06-18;DF;9701;0;0;2571;1;14;6;1;2;0;4;2;0;34.93333333333333;941.9599999999999;70;2.2666666666666666;106.40117096946568;2021;9;29;0;3
444;125379;30733922;1;79;1;2;2018-06-19;DF;9701;1;0;4128;2;16;2;4;4;1;4;3;0;34.833333333333336;1109.8666666666666;58;1.8888888888888888;90.6337547972637;2021;10;17;0;3
445;125495;5149599;2;24;0;2;2018-06-27;DF;9701;0;0;2268;2;12;4;3;2;0;1;2;2;28.142857142857142;848.0714285714286;63;1.8571428571428572;62.84761320215033;2021;6;8;1;3
446;125556;30839530;1;99;1;2;2018-07-03;DF;9701;1;1;2658;1;22;5;6;6;0;3;0;3;37.91304347826087;1296.9739130434784;45;2.4782608695652173;52.39481789403185;2021;10;8;0;3
447;125823;26434643;3;7;0;2;2018-07-24;DF;9701;1;0;3356;2;12;3;4;1;0;2;3;1;27.5;1150.1285714285714;75;2.142857142857143;73.81770285262114;2021;10;11;0;3
448;125866;31037029;1;71;1;2;2018-07-26;DF;9701;0;0;3143;1;19;4;2;0;0;5;6;3;30.85;1237.155;47;1.3;45.016340523496844;2021;7;28;1;3
449;125950;31087692;1;80;1;2;2018-08-01;DF;9701;1;0;2237;2;14;3;4;3;0;2;4;0;34.125;1680.5625;64;2.0625;39.39452866692136;2021;10;18;0;3
450;126288;31262718;1;80;1;2;2018-08-17;DF;9701;1;0;2822;3;16;3;4;5;0;1;3;3;34.10526315789474;1260.3210526315788;53;2.1578947368421053;57.67579139968733;2021;10;12;0;3
451;127365;28469828;1;2;1;2;2017-08-21;DF;9701;1;1;2238;2;18;4;4;4;0;1;6;1;19.8;984.9399999999999;42;1.5;43.31287961064474;2021;5;15;1;4
452;127370;31970068;1;27;1;2;2018-11-08;DF;9701;1;0;3317;3;19;3;5;6;2;3;2;1;40.09090909090909;1280.7272727272727;42;1.3636363636363635;39.58532218419226;2021;10;11;0;3
453;127547;30413961;4;31;0;2;2018-11-22;DF;9701;1;0;2742;1;17;3;5;2;1;2;3;2;36.5;1547.5055555555555;54;1.2222222222222223;59.277483661202695;2021;9;29;0;3
454;127876;32273372;1;88;1;2;2018-12-18;DF;9701;1;0;2965;2;14;3;2;4;1;3;3;0;36.1875;1334.36875;52;1.6875;40.282336906722115;2021;4;28;1;3
455;128120;32407073;1;99;1;4;2019-01-10;DF;9701;1;0;2581;2;9;3;2;2;0;2;1;1;28.181818181818183;1031.2454545454545;63;2.1818181818181817;84.47135609187295;2021;9;15;0;2
456;128125;32411104;1;85;1;8;2019-01-10;DF;9701;0;0;2551;1;14;2;5;3;1;1;3;0;31.466666666666665;1485.3866666666665;52;1.4;32.5081622403497;2021;1;19;1;2
457;128420;32602266;1;9;1;2;2019-01-30;DF;9701;0;0;2445;0;15;1;5;2;1;4;2;0;41.2;1144.5866666666666;70;1.0;88.15246532489685;2021;10;10;0;2
458;128895;32677330;2;93;0;2;2019-02-28;DF;9701;0;0;2706;1;16;2;4;2;2;2;4;1;36.76470588235294;1749.9882352941177;62;2.0588235294117645;50.911534793207714;2021;10;23;0;2
459;129834;33458590;1;50;1;2;2019-04-25;DF;9701;1;0;2966;1;18;7;1;3;0;4;4;0;37.526315789473685;962.7842105263159;52;1.7894736842105263;35.40284043846074;2021;9;13;0;2
460;130425;33794338;1;11;1;2;2019-05-31;DF;9701;1;1;2407;2;19;4;5;4;0;3;2;3;38.333333333333336;1237.547619047619;48;1.5238095238095237;53.39744844091335;2021;9;19;0;2
461;130851;7738069;4;9;0;2;2019-06-27;DF;9701;0;0;2700;1;15;3;1;4;0;2;6;0;44.875;1291.35625;60;1.75;53.205012295208924;2021;9;23;0;2
462;130886;34070808;1;67;1;2;2019-07-01;DF;9701;1;0;3359;1;10;3;1;3;0;2;1;1;39.63636363636363;1600.6727272727273;70;1.9090909090909092;104.15392455399845;2021;2;13;1;2
463;131052;27466668;1;85;1;2;2017-04-05;DF;9701;1;0;1399;1;13;2;5;1;0;3;2;1;36.42857142857143;1111.6571428571428;68;2.0714285714285716;51.308441927403635;2021;6;18;1;4
464;131074;34171079;1;35;1;2;2019-07-10;DF;9701;1;1;2731;1;9;1;3;2;0;3;1;0;27.1;1275.6399999999999;91;1.5;88.44458403115729;2021;7;30;0;2
465;131115;34198090;1;99;1;2;2019-07-12;DF;9701;1;0;2983;0;7;2;3;0;0;0;2;0;38.857142857142854;872.5571428571428;136;1.7142857142857142;137.85499628232557;2021;6;4;1;2
466;131371;34346267;1;57;1;2;2019-07-29;DF;9701;1;0;2596;1;18;4;5;2;0;1;6;1;38.0;1373.2526315789473;53;1.9473684210526316;32.8258122613483;2021;10;6;0;2
467;131528;27807356;1;98;1;2;2017-05-24;DF;9701;0;0;1872;1;29;7;3;8;2;3;6;1;26.533333333333335;1316.7433333333333;32;1.6666666666666667;30.42630128277667;2021;9;17;1;4
468;131531;32677330;7;6;0;2;2019-08-06;DF;9701;0;0;4491;1;20;4;3;4;0;5;3;2;28.571428571428573;1329.0142857142857;49;2.0;40.60467953327547;2021;10;24;0;2
469;131695;4972092;58;68;0;2;2019-08-13;DF;9701;0;0;658;1;25;3;5;3;3;3;6;3;37.26923076923077;1055.1346153846155;36;1.6923076923076923;32.9725704184554;2021;10;20;0;2
470;131724;4972092;61;63;0;2;2019-08-14;DF;9701;0;0;654;4;18;5;2;4;0;4;4;3;39.45454545454545;1262.2;45;2.0454545454545454;42.96024634985126;2021;9;14;0;2
471;132995;34335694;1;30;1;2;2019-07-26;DF;9701;1;0;3030;2;13;8;3;1;0;1;1;1;34.6;1480.5600000000002;71;2.466666666666667;59.3533607184246;2021;10;21;0;2
472;133036;35289573;1;61;1;2;2019-10-23;DF;9701;1;0;2816;2;17;5;3;4;0;1;4;2;30.0;1438.7315789473685;46;1.4736842105263157;55.94430652084952;2021;7;4;1;2
473;133117;35338205;1;66;1;2;2019-10-29;DF;9701;1;0;3394;2;18;4;4;3;0;4;4;1;32.15;1445.025;43;1.65;35.84554431294653;2021;7;28;1;2
474;133204;35377959;1;25;1;2;2019-11-01;DF;9701;0;0;3403;1;13;4;3;5;0;1;1;0;33.57142857142857;1562.1000000000001;73;1.7857142857142858;96.54983077398533;2021;10;14;0;2
475;133382;35478495;1;43;1;2;2019-11-11;DF;9701;1;1;4455;3;17;6;4;0;0;1;7;2;36.15;901.5;52;1.55;43.626213878769285;2021;9;29;0;2
476;134760;36293263;1;83;1;2;2020-02-07;DF;9701;0;0;3173;4;16;1;6;2;0;3;7;1;38.7;1191.585;50;2.05;27.832602099196336;2021;9;11;0;1
477;135206;36549456;1;52;1;2;2020-03-04;DF;9701;1;1;3445;1;14;2;3;4;0;4;1;1;34.93333333333333;1394.9333333333334;71;2.2;40.91834826199362;2021;10;17;0;1
478;135524;34069582;3;46;0;2;2020-03-23;DF;9701;0;0;442;0;19;0;4;6;0;5;2;2;41.8421052631579;1169.5;49;1.4210526315789473;50.03915133839369;2021;8;9;1;1
479;135919;36966715;1;40;1;2;2020-04-20;DF;9701;0;0;4402;1;15;4;2;4;0;3;2;1;40.1875;1074.31875;64;1.625;72.80647101887456;2021;9;25;0;1
480;136666;37364438;1;69;1;2;2020-06-09;DF;9701;1;0;4193;1;15;2;3;4;1;2;3;1;30.3125;988.43125;62;2.1875;60.596149492631405;2021;9;10;0;1
481;136702;37384162;1;80;1;2;2020-06-10;DF;9701;1;1;3200;3;15;2;3;3;0;6;4;0;35.27777777777778;1137.5666666666666;52;1.1111111111111112;53.02509688490893;2021;8;14;1;1
482;136921;10565310;16;93;0;2;2020-06-23;DF;9701;0;0;3208;1;15;1;3;3;0;1;7;1;40.3125;1166.03125;66;2.3125;66.9728303120004;2021;10;16;0;1
483;137039;37575240;1;24;1;2;2020-07-01;DF;9701;1;0;3137;2;13;2;1;2;1;2;4;3;37.93333333333333;1513.5266666666669;65;2.2;70.27380851544412;2021;8;13;1;1
484;137130;37623597;1;30;1;2;2020-07-06;DF;9701;0;0;3202;2;18;4;5;0;1;3;5;2;39.1;1092.105;52;1.95;64.8319797288951;2021;10;14;0;1
485;137343;35631524;1;65;1;2;2019-11-27;DF;9701;0;0;3412;1;19;1;5;3;0;3;5;3;33.1;1186.03;51;1.75;44.36807766614949;2021;10;21;0;2
486;137423;37796511;1;71;1;2;2020-07-21;DF;9701;0;0;4608;3;17;4;4;4;0;3;5;0;26.75;1289.935;48;2.15;46.278214423137655;2021;7;17;1;1
487;138027;38148306;1;62;1;2;2020-08-19;DF;9701;1;0;4365;1;13;3;2;2;0;1;6;0;25.928571428571427;1296.9785714285715;56;1.5;69.83344513319959;2021;10;10;0;1
488;138092;38192006;1;80;1;2;2020-08-23;DF;9701;1;0;4310;1;11;3;3;2;0;1;0;3;24.583333333333332;1242.9916666666666;75;2.5;58.69503759276868;2021;5;17;1;1
489;138637;38594413;1;14;1;2;2020-09-21;DF;9701;1;0;4146;2;19;2;3;5;0;5;3;3;28.714285714285715;1291.347619047619;45;1.619047619047619;43.91821945388952;2021;7;22;1;1
490;138693;38713857;1;21;1;2;2020-09-23;DF;9701;0;0;4360;0;14;2;1;1;1;3;4;2;30.428571428571427;1524.4428571428573;64;2.2857142857142856;53.23443740140199;2021;5;1;1;1
491;138864;39275002;1;29;1;2;2020-10-01;DF;9701;0;0;4192;3;15;5;0;4;2;1;4;2;46.27777777777778;1459.0555555555557;54;1.5555555555555556;60.057066287595696;2021;8;6;1;1
492;139909;36058730;1;90;1;2;2020-01-20;DF;9701;1;0;4253;1;15;2;7;3;1;0;1;2;33.625;867.34375;64;1.3125;52.013844310913996;2021;10;16;0;1
493;140026;35957063;1;15;1;2;2020-01-10;DF;9701;0;0;3395;1;8;0;2;0;1;1;4;1;44.888888888888886;2120.3777777777777;123;1.7777777777777777;137.90298899951372;2021;10;13;0;1
494;140174;40018340;1;64;1;2;2020-12-04;DF;9701;1;0;4307;0;23;5;5;2;0;4;6;1;30.52173913043478;1233.5608695652174;42;2.130434782608696;39.18434921164949;2021;9;5;1;1
495;140214;38505353;1;16;1;2;2020-09-17;DF;9701;1;0;4156;1;16;4;6;2;0;2;3;0;36.23529411764706;1583.6000000000001;50;1.2352941176470589;53.81620196325638;2021;6;29;1;1
496;140232;40048042;1;17;1;2;2020-12-08;DF;9701;1;0;4313;0;14;5;1;2;0;1;3;2;28.642857142857142;1367.6499999999999;68;1.8571428571428572;47.418194895004085;2021;10;15;0;1
497;142824;27901753;3;96;0;2;2021-04-06;DF;9701;0;0;4642;3;14;2;2;3;1;3;4;2;40.88235294117647;1360.105882352941;63;1.8235294117647058;50.5072705162336;2021;10;24;0;0
498;143101;27720396;1;6;1;2;2017-05-12;DF;9701;1;0;2586;2;13;2;0;5;0;1;6;1;42.86666666666667;981.6866666666666;66;1.5333333333333334;85.37865837621513;2021;10;11;0;4
499;143206;41684938;1;55;1;2;2021-04-23;DF;9701;1;0;4429;2;14;2;4;4;0;3;2;1;41.875;1477.2875;65;2.0625;79.06340634087442;2021;9;25;0;0
500;143779;30939239;1;92;1;2;2018-07-16;DF;9701;0;0;3340;2;19;4;1;5;1;5;5;0;39.38095238095238;1654.3809523809523;42;1.9523809523809523;26.714041251746245;2021;6;26;1;3
501;144114;38342918;1;91;1;2;2020-09-04;DF;9701;1;0;4527;2;17;3;1;2;1;4;4;4;27.157894736842106;1305.2736842105264;50;2.3684210526315788;55.82468147449114;2021;7;24;1;1
502;145376;33417704;2;2;0;2;2020-03-18;DF;9701;1;0;4560;1;16;3;4;4;0;2;3;1;40.23529411764706;1408.4235294117648;53;1.5294117647058822;62.841784218384504;2021;9;1;0;1
503;145876;28849946;1;46;1;2;2017-10-13;DF;9701;1;0;2791;1;14;1;1;6;0;2;5;0;29.533333333333335;1371.18;67;1.8;71.23119157406553;2021;10;11;0;4
504;147704;28551611;1;47;1;2;2017-08-31;DF;9701;0;0;2575;1;13;4;4;0;0;1;3;2;33.42857142857143;1122.0285714285715;73;1.5714285714285714;73.56589446477469;2021;10;19;0;4
505;148110;28911016;1;75;1;2;2017-10-23;DF;9701;0;0;4495;0;25;5;4;5;1;5;5;0;30.28;1343.644;41;1.64;41.95580925873741;2021;10;2;0;4
506;148112;7738069;2;47;0;2;2017-03-14;DF;9701;0;0;1695;4;19;5;8;1;2;4;2;1;32.30434782608695;1459.0739130434781;35;2.130434782608696;44.71951152174856;2021;7;21;1;4
507;148119;27316107;1;8;1;4;2017-03-16;DF;9701;0;0;1806;0;19;7;1;6;2;1;2;0;42.21052631578947;1411.178947368421;50;1.9473684210526316;45.975604105215474;2021;8;10;1;4
508;151335;99465;1;41;1;2;1970-07-30;DF;9701;0;0;3495;2;11;5;0;4;0;1;2;1;35.23076923076923;981.0076923076923;80;1.9230769230769231;100.49499020128096;2021;9;22;0;51
509;151511;3416270;1;76;1;2;1999-09-28;DF;9701;1;0;2032;1;14;3;3;5;0;2;1;1;36.4;1702.28;69;1.5333333333333334;52.07299625310138;2021;9;8;0;22
510;151521;3419949;1;19;1;2;1999-09-29;DF;9701;0;0;1741;2;15;6;3;1;1;4;1;1;33.23529411764706;993.829411764706;55;2.6470588235294117;39.29833806918557;2021;10;22;0;22
511;151541;5074045;1;24;1;2;2002-05-17;DF;9701;0;0;217;0;17;2;1;4;1;3;3;3;36.11764705882353;1127.035294117647;53;1.5294117647058822;54.062319363860084;2021;8;12;1;19
512;153039;1986543;1;92;1;2;1997-07-23;DF;9701;0;0;1337;0;13;3;5;0;2;0;3;0;34.07692307692308;1437.1999999999998;81;1.6153846153846154;59.32162805887542;2021;9;27;0;24
513;153300;2012060;1;50;1;2;1986-07-01;DF;9701;0;0;3109;2;16;4;4;2;1;3;3;1;30.555555555555557;1487.1944444444443;55;2.0555555555555554;62.48149899180538;2021;9;9;0;35
514;153538;97457154;1;49;1;2;1994-04-22;DF;9701;0;0;2521;2;13;2;1;1;0;2;5;4;29.8;1218.4333333333334;64;2.8;61.637394229046855;2021;10;16;0;27
515;153622;5399750;1;0;1;4;2002-11-13;DF;9701;0;0;258;2;19;5;4;4;0;4;3;1;37.476190476190474;845.104761904762;39;1.9047619047619047;49.01673183720024;2021;4;21;1;19
516;156730;5640087;1;85;1;2;2003-05-05;DF;9701;0;0;1019;1;14;7;2;3;0;1;1;1;30.8;914.7066666666667;66;2.1333333333333333;51.53010810018088;2021;8;20;0;18
517;158829;5917482;1;62;1;2;2003-09-29;DF;9701;1;0;3084;2;12;2;3;3;3;1;1;1;15.428571428571429;737.5;76;1.8571428571428572;61.99856841256175;2021;10;18;0;18
518;159014;2572717;1;33;1;2;1993-10-27;DF;9701;1;0;4440;1;13;2;2;2;0;1;7;0;38.214285714285715;1018.4928571428571;73;1.7857142857142858;39.729112334205325;2021;8;22;0;28
519;159552;1011976;1;22;1;2;1996-01-23;DF;9701;0;0;482;1;15;4;4;0;1;0;5;2;35.125;959.5375;60;1.4375;76.14214776762385;2021;10;21;0;25
520;161934;37109097;1;85;1;2;1991-11-08;DF;9701;0;0;2628;1;18;4;6;2;0;2;4;1;26.57894736842105;739.5578947368422;53;1.8421052631578947;47.17566332206197;2021;10;14;0;30
521;162551;4644820;1;77;1;2;2001-08-30;DF;9701;0;0;1789;1;12;1;6;1;1;0;3;1;34.69230769230769;970.2769230769231;81;1.5384615384615385;87.07946562383886;2021;9;15;0;20
522;164742;4938588;1;80;1;2;2002-02-22;DF;9701;0;0;2107;0;17;2;3;3;1;4;2;2;42.0;1694.6588235294118;53;1.8823529411764706;48.21420304225716;2021;9;10;0;19
523;164918;7169605;1;50;1;8;2005-01-05;DF;9701;0;0;2092;2;12;1;1;6;1;0;3;2;38.785714285714285;1769.4571428571428;70;1.6428571428571428;44.195102676560396;2021;10;3;0;16
524;165479;1623784;1;77;1;4;1986-05-05;DF;9701;0;0;2514;0;17;1;1;6;2;2;2;3;29.58823529411765;1356.1176470588234;56;1.7647058823529411;45.24097803706281;2021;10;13;0;35
525;167218;360305;2;95;0;2;1971-02-03;DF;9701;0;0;1230;1;9;1;2;1;2;0;4;0;45.2;1658.2599999999998;97;2.8;78.41217466568867;2021;7;4;1;50
526;167287;2354007;1;37;1;2;1998-02-04;DF;9701;0;0;4389;1;14;2;3;3;2;2;2;1;29.533333333333335;784.62;66;1.6666666666666667;61.68555051920298;2021;7;29;1;23
527;167525;32930588;1;79;1;2;1989-04-27;DF;9701;1;0;461;0;11;2;1;4;1;2;1;0;31.0;1505.4636363636362;97;2.1818181818181817;99.65219515896275;2021;10;8;0;32
528;168520;7451320;1;7;1;2;2005-06-08;DF;9701;0;0;1298;4;14;4;3;4;0;5;2;0;43.94444444444444;1075.2944444444445;56;2.5;64.60842928711467;2021;9;24;0;16
529;168791;4855539;1;83;1;2;2002-01-16;DF;9701;0;0;3504;2;11;1;5;1;0;1;4;1;26.307692307692307;821.7153846153846;73;1.7692307692307692;51.45136592507098;2021;10;17;0;19
530;169015;7804752;1;54;1;2;2006-01-12;DF;9701;0;0;3018;1;12;3;2;4;0;3;1;0;30.53846153846154;1021.9538461538461;74;1.6153846153846154;67.4801925670703;2021;10;15;0;15
531;169165;8062012;1;52;1;2;2006-06-01;DF;9701;1;0;1285;2;12;2;2;3;1;0;5;1;35.142857142857146;1668.7642857142857;70;2.2142857142857144;75.86323727096524;2021;9;20;0;15
532;169377;5144033;1;29;1;2;2002-07-08;DF;9701;1;0;1279;2;15;4;4;2;0;1;5;1;25.058823529411764;1330.7823529411764;59;1.411764705882353;64.78703091668888;2021;8;24;1;19
533;170023;3131833;1;80;1;4;1999-04-30;DF;9701;0;0;2685;3;18;5;5;5;1;0;5;0;37.04761904761905;1525.747619047619;43;1.380952380952381;42.11920583296888;2021;9;11;0;22
534;170496;3696869;1;0;1;2;1999-11-04;DF;9701;0;0;209;0;21;3;6;6;1;3;1;1;35.0;1451.0523809523809;47;1.7619047619047619;65.16440746297015;2021;9;5;1;22
535;171466;478727;1;89;1;2;1977-03-04;DF;9701;0;0;3486;3;12;3;1;3;0;2;5;1;35.266666666666666;807.42;66;1.8666666666666667;73.75704739763059;2021;9;27;0;44
536;172186;6108817;1;64;1;2;2004-02-13;DF;9701;0;0;2475;2;13;1;4;3;0;3;3;1;34.4;1483.3600000000001;69;2.3333333333333335;58.83494727122787;2021;10;10;0;17
537;172395;37103900;1;74;1;2;1991-10-16;DF;9701;0;0;3695;1;16;2;1;4;0;2;5;3;42.94117647058823;1228.370588235294;60;2.0588235294117645;54.84352742120076;2021;9;18;0;30
538;173680;9967852;61;68;0;2;2001-12-04;DF;9701;0;0;2634;0;19;5;3;5;0;2;4;0;41.68421052631579;1276.221052631579;50;2.1052631578947367;52.218557791055254;2021;8;12;1;20
539;173770;47508411;131;34;0;2;1981-12-23;DF;9701;0;0;3747;0;16;4;2;1;2;3;4;0;30.625;1344.3625;64;1.25;63.536726037430945;2021;9;29;0;40
540;174981;4256625;1;70;1;2;2001-01-31;DF;9701;1;0;3637;2;11;1;2;2;0;3;5;0;37.07692307692308;1625.4076923076923;76;2.4615384615384617;84.36869317992836;2021;10;18;0;20
541;175143;2817987;1;67;1;2;1998-11-03;DF;9701;0;0;215;2;14;3;5;1;1;1;4;1;39.125;893.2;58;1.625;84.95400062517494;2021;9;21;0;23
542;175150;1217508;1;9;1;2;1996-05-28;DF;9701;0;0;1790;2;15;3;4;4;0;2;3;1;32.8235294117647;757.8470588235294;57;1.9411764705882353;62.420918719208224;2021;9;18;0;25
543;175353;952562;1;35;1;2;1995-12-05;DF;9701;0;0;1217;1;20;6;4;4;0;1;5;1;28.285714285714285;1427.3190476190478;43;1.619047619047619;47.16290915539456;2021;10;20;0;26
544;175802;701215;1;30;1;2;1995-07-17;DF;9701;0;0;3056;3;24;5;9;4;1;4;4;0;29.0;1433.0740740740741;36;2.259259259259259;32.629985846324864;2021;9;20;0;26
545;175856;6092105;1;2;1;2;2004-01-15;DF;9701;0;0;316;3;17;3;3;4;1;2;7;0;34.85;1299.415;47;1.65;37.39065313455028;2021;9;3;1;17
546;175882;42278473;1;3;1;2;1973-10-08;DF;9701;0;0;2048;2;13;2;2;3;1;2;3;2;26.266666666666666;864.8133333333334;70;2.3333333333333335;85.69035380189463;2021;10;10;0;48
547;175904;580852;1;3;1;2;1980-12-03;DF;9701;0;0;430;3;10;1;1;3;2;0;4;2;37.69230769230769;1453.6999999999998;77;2.8461538461538463;64.5412766289054;2021;10;12;0;41
548;175917;7676210;1;43;1;2;2005-11-08;DF;9701;0;0;214;1;12;0;2;2;0;4;4;1;40.07692307692308;1155.7615384615385;74;2.1538461538461537;72.40333594217573;2021;7;7;1;16
549;176094;8333055;1;25;1;2;2006-09-21;DF;9701;0;0;166;1;13;3;1;5;0;1;3;1;33.07142857142857;1675.0714285714287;67;1.5714285714285714;54.66617356779583;2021;7;9;1;15
