cod_cliente;inscri_estad;cnpj_basico;cnpj_ordem;cnpj_dv;cidade;estado;bairro;cep;logradouro;num;cnae;cod_cidade;cod_praca;praca;num_regiao;regiao;lat;long;ramo_atv;nome
3870;7,85355E+11;30162695;1;79;BRASILIA;DF;ASA SUL;70337540;CLS 304 BLOCO D LOJA QUADRA 2/6;S/N;;5300108;1;ASA SUL;;;;;28;VAMOS COM TUDO COMERCIAL DE ALIMENTOS EIRELI
2975;7,49122E+11;8986521;1;71;BRASILIA;DF;TAGUATINGA SUL ;72015575;QUADRA CSB 7 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;21;SMJ PRODUTOS NATURIAS LTDA ME 
1440;7,59945E+11;15047209;1;88;BRASÍLIA;DF;VICENTE PIRES;72005630;CH RUA 3 LOTE C Nº 53A;S/N;;5300108;7;VICENTE PIRES;1;BRASILIA - DF;;;;GEUVANI VIEIRA DE SOUSA 91934559172
2418;7,57319E+11;13630620;1;56;BRASILIA;DF;ASA SUL;70385530;CLS 115 BLOCO C;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;ERNESTO COMÉRCIO DE CAFÉS ESPECIAIS E CONFEITARIA LTDA
3333;07743601/001-02;23653172;1;60;BRASILIA;DF;SETOR HABITACIONAL VICENTE PIRES;72005790;RUA 3 CHACARA 88A;SN;;5300108;1;ASA SUL;;;;;23;LEONARDO KENJI IZAWA EIRELI ME
2598;7,91251E+11;23301943;24;46;BRASILIA;DF;ASA SUL;70307902;SCS QUADRA 7;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;WEWORK SERVICOS DE ESCRITORIO LTDA
2028;7,51889E+11;10651989;2;38;BRASILIA;DF;TAGUATINGA SUL;72035520;CSG 20;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-1.587.461;-4.803.394;;THUANE COVRE RODRIGUES EI ME
1562;7,80185E+11;27270949;1;68;BRASÍLIA;DF;ZONA INDUSTRIAL (GUARA);71200100;TR SIA TRECHO 10 LOTE 05 PAVILHAO 7/2 BOX;11;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;GSA COMERCIO E FABRICACAO DE ALIMENTOS LTDA  ME  LEVE SABO
3494;7,38803E+11;505966;1;80;BRASILIA;DF;ZONA CÍVICO-ADMINISTRATIVA;70094900;PRAÇA MUNICIPAL LOTE 1 BLOCO B;9;;5300108;1;ASA SUL;;;;;17;ASSOCIACAO DOS MAGISTRADOS DO DF E TERRITORIOS
4289;8,01871E+11;39918197;1;88;BRASILIA;DF;ASA NORTE ;70673631;CLSW 304 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;7;FRESH COMERCIO DE BEBIDAS E ALIMENTOS EIRELI
3049;7,32701E+11;37103561;1;26;BRASILIA;DF;CRUZEIRO ;70650330;SHCES QUADRA 303 C.L.;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;;PANIFICADORA ITATIAIA LTDA ME 
379;7,66512E+11;19340452;2;21;BRASÍLIA;DF;ASA NORTE;70874540;CLN 215 BLOCO D ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.738.658;-47.888.544;;PLANALTO COMÉRCIO E DISTRIBUIDORA DE BEBIDAS LTDA EPP
1429;7,79976E+11;27113595;1;48;BRASÍLIA;DF;RIACHO FUNDO II;71880539;Q QN 5C CONJUNTO 9;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;ELISABETE SILVERIO 01972566199
4142;7,47991E+11;8303147;1;62;BRASILIA;DF;SAAN BRASILIA;72000000;SAAN QD 01 ;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;22;ORGANIZAÇÃO ALIM. OLIV. COUTO LTDA ME
3169;7,90084E+11;32802553;1;54;BRASILIA;DF;NUCLEO BANDEIRANTE;71710580;AV CENTRAL AREA ESPECIAL 12;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;20;GELAX DISTRIB. DE BEBIDAS EIRELI
1251;7,69924E+11;21250731;1;65;BRASÍLIA;DF;ASA NORTE;70853510;SHCN CL QD 208 BLOCO A LOJA 19 TERREO;208;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;ARIELE MARA DOS SANTOS  ME
4547;8,04619E+11;41449716;1;58;BRASILIA;DF;SETOR RESIDENCIAL OESTE (SAO SEBASTIAO);71691447;8,04619E+11;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;20;SUPERMERCADO E SACOLAO OESTE LTDA
3647;7,83381E+11;29061255;1;46;BRASILIA;DF;SETOR DE MANSÕES DOM BOSCO;71680120;CONJUNTO SMDB CONJUNTO 12;44;;5300108;1;ASA SUL;;;;;25;BERLIM CASA DE PÃES 187DF SOCIEDADE EMPRESÁRIA LIMITADA
2228;7,8492E+11;29915065;1;49;BRASILIA;DF;ASA SUL;70331520;QUADRA CRS 503 BLOCO B;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;7;ESPACO BRASILIA COWORKING
2076;7,80016E+11;27181230;1;50;BRASILIA;DF;GUARA;71215232;SOF SUL QUADRA 6 CONJUNTO B;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.821.515;-47.957.225;;INDUSTRIA CENACULO DE ALIMENTACAO LTDA
3073;7,93226E+11;24586597;1;66;BRASILIA;DF;JARDIM BOTANICO ;71680362;QUADRA 2 RUA 4 ;S/N;;5300108;4;LAGO NORTE;1;BRASILIA - DF;;;20;VITOR COELHO RUFINO 
847;7,50821E+11;10269551;1;9;BRASÍLIA;DF;ASA SUL;70274520;CLS 211 BLOCO B ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.826.715;-47.910.693;;COMRADES COMERCIAL DE ALIMENTOS LTDA EPP
3697;7,42888E+11;4753097;2;45;BRASILIA;DF;SETOR SUDOESTE;70673602;QUADRA CLSW 301 BLOCO B;4;;5300108;1;ASA SUL;;;;;25;TANCINHA INDUSTRIA DE ALIMENTOS LTDA-EPP
1449;7,40879E+11;3730204;1;76;BRASÍLIA;DF;ASA NORTE;70701050;ST SHN QUADRA 1 BLOCO E;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;CAIXA VIDA E PREVIDENCIA S/A
2209;7,8465E+11;29791504;1;59;BRASILIA;DF;ASA NORTE;70705040;SHN QUADRA 5 BLOCO D;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;NFB ALIMENTOS E BEBIDAS EIRELI
3661;7,80372E+11;27360815;1;38;BRASILIA;DF;ASA NORTE;70750513;QUADRA SCLRN 709 BLOCO C;39;;5300108;1;ASA SUL;;;;;6;LEONARDO CAMPOS UGLIARA - ME
3237;7,99474E+11;37968817;1;68;BRASILIA;DF;ASA NORTE ;70863510;QUADRA CLN 211;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;20;DISTRIBUIDORA DE BEB. 211 NORTE SOC. UNIPESSOAS LTDA
4407;7,57914E+11;13938339;1;85;BRASILIA;DF;ASA SUL;70200700;SGAS 610;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;22;CADS SERVICOS MEDICOS HOSPITALARES LTDA
2384;7,88483E+11;19659160;1;75;BRASILIA;DF;AGUAS CLARAS;71908720;RUA DAS PITANGUEIRAS LOTE 3;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;7;TAFE HAMBURGUERIA E COMERCIO DE ALIMENTOS LTDA
3203;7,92563E+11;34140324;1;47;BRASILIA;DF;AGUAS CLARAS;71915000;RUA 19 NORTE;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;1;LEGAL PADARIA & SUPERMERCADO LTDA
1685;7,75752E+11;24251075;1;3;BRASÍLIA;DF;ASA SUL;70344530;CLS 105 BLOCO C;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.811.018;-47.898.083;;VINNYS PIZZAS E ALIMENTOS LTDA
1990;7,62992E+11;17281501;1;96;BRASÍLIA;DF;LAGO SUL;71615540;SHIS QI 5 BLOCO D GILBERTO SALOMÃO;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;-1.584.669;-47.893.241;;ANTONIO CHARLES PINHEIRO DE SO
4515;7,47537E+11;7888279;1;30;BRASILIA;DF;SAO SEBASTIAO;71697970;QUADRA 203;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;2;PANIFICADORA E CONFEITARIA GOMES LTDA ME
1617;;1545150;1;43;;;ASA NORTE;70000900;UNB ENTRADA SUL;S/N;;;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;LANCHONETE POLLYLAUADEMIR ALVES DE FARIAME
3656;7,69029E+11;20724591;1;57;BRASILIA;DF;SETOR SUDOESTE;70675400;QUADRA QRSW 4;8;;5300108;1;ASA SUL;;;;;34;BRUNO SILVA LUCENA DANTAS
3267;7,90106E+11;32811396;1;43;BRASILIA;DF;ASA SUL ;70307900;A 43 EIFICIO MARCIA ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;7;LA RESTAURANTE LANCH. E BEBIDAAS LTDA
2614;7,85062E+11;29867683;1;60;BRASILIA;DF;SIA;71208900;SIA TRECHO 07;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;14;BLACK PRIME ALIMENTOS LTDA
4608;7,99157E+11;37796511;1;71;BRASILIA;DF;NORTE (AGUAS CLARAS);71909540;RUA 12 802 ANDAR 8;S/N;6462000;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;10;EKLOD HOLDING E EDUCACAO LTDA
3327;07861891/001-43;30567281;1;20;BRASILIA;DF;AGUAS CLARAS;71996170;SHA CONJUNTO 6 CHACARA 18G CASA 88;88;;5300108;1;ASA SUL;;;;;39;JOAO VICTOR DE CAMARGO AUGUSTO
3582;7,79142E+11;26645357;1;10;BRASILIA;DF;SETOR SUDOESTE;70670501;QUADRA CLSW 101 BLOCO A;36;;5300108;1;ASA SUL;;;;;10;GASTROBAR LTDA
1855;7,51504E+11;10565310;12;60;BRASILIA;DF;ASA NORTE;70735020;SQN 303 BLOCO B;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.777.561;-47.886.469;;PRAVOCE COMERCIAL DE ALIMENTOS LTDA - PVC 303 NORTE 
3365;7,66084E+11;19099439;3;3;BRASILIA;DF;LAGO SUL;71625580; SHIS CL QI 11 BLOCO I LOJA;22;;5300108;1;ASA SUL;;;;;10;CHICAGO PRIME ALIMENTOS EIRELI
4186;7,8542E+11;30195491;1;34;BRASILIA;DF;ASA SUL;70232510;CLS 201 ;S/N;;5300108;1;ASA SUL;;;;;14;GSP COMER. DE ALIMENTOS EIRELI EPP
1494;7,75908E+11;18127337;1;20;BRASILIA;DF;ASA NORTE;70867550;CLN 412 BLOCO E ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.747.237;-47.883.054;;MERCEARIA PRODUTOS COLABORATIVOS LTDA ME
1414;7,63245E+11;17461728;1;13;BRASÍLIA;DF;TAGUATINGA NORTE;72110800;SETOR HABITACIONAL VICENTE PIRES QUIOSQ Nº00;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;SHIRLEY SILVERIO 01449277136
2369;107719053;4972092;64;6;GOIANIA;GO;SETOR BUENO;74230100;AVENIDA T 63;S/N;;5208707;1;ASA SUL;1;BRASILIA - DF;;;;GRUPO FARTURA DE HORTIFRUT S.A. - SETOR BUENO
2492;7,82515E+11;28527416;1;81;BRASILIA;DF;SAAN;70632200;SAAN QUADRA 02;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;DNA PET DISTRIBUIDORA LTDA EPP
240;7,45352E+11;6172516;1;8;BRASÍLIA;DF;ASA SUL;70390700;SHLS CONJUNTO N BLOCO A;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;RENATO DUTRA CUSTODIO ME
682;7,33077E+11;716993;1;0;BRASILIA;DF;OCTOGONAL;70660049;AOS 4/5 ;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.809.728;-47.943.196;;PANIFICADORA OCTOGONAL SANTO ANTONIO LTDA
3417;163907107;14242160;1;51;LUIS EDUARDO MA;BA;JARDIM PARAISO;47850000;RUA GLAUBER ROCHA, NUMERO 457, SALA;2;;2919553;1;ASA SUL;;;;;23;JULIANA CADORE
990;7,39326E+11;2976943;1;80;BRASÍLIA;DF;ASA NORTE;70874510;SHCN CL QD 215 BL A LJS 07 , 67 E 77  TERREO E LO;215;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;VERDURAO SAFRAS LTDA
1904;7,48411E+11;8616988;1;20;BRASÍLIA;DF;SAMAMBAIA SUL;72308517;QS 314 CONJUNTO 7 COMÉRCIO ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.876.859;-48.066.541;;COMERCIAL DE ALIMENTOS SUPERBOM LTDA
1257;7,65543E+11;4827912;1;92;BRASÍLIA;DF;ASA NORTE;70770560;PC SHLN QUIOSQUE;1;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;ANTONIA GOMES DE SOUZA A G S  ME
2470;7,75189E+11;23944603;1;47;BRASILIA;DF;ASA SUL;70070110;SBS QUADRA 1 BLOCO C ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;;PIRABIER COMERCIO DE ALIMENTOS E BEBIDAS EIRELI 
3396;7,95878E+11;35933784;1;95;BRASILIA;DF;SETOR SUDOESTE;70673632;QUADRA CLSW 304 BLOCO B;62,64,;;5300108;1;ASA SUL;;;;;35;MAYUU SUSHI SUDOESTE RESTAURANTE LTDA
4533;7,91897E+11;33758875;3;78;BRASILIA;DF;NUCLEO BANDEIRANTE;71720575;TERCEIRA AVENIDA (COMERCIO) LOTE 460 B;S/N;;5300108;10;PARA;1;BRASILIA - DF;;;20;ADE COMERCIO DE ALIMENTOS EIRELI
1302;;22522806;1;82;BRASÍLIA;DF;ASA NORTE;70744540;ENTREGA 203 NORTE  BANCA LARANJA;203;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;PAULO ANDRE
2026;7,82981E+11;28834197;1;83;BRASILIA;DF;ASA NORTE;70753400;EQN 110/111;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.755.678;-47.888.134;7;DOM PARRILLERO REST. E CASA DE CARNES LTDA
1869;7,83523E+11;29075428;1;85;BRASÍLIA;DF;AGUAS CLARAS SUL;71938360;RUA 9;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.842.984;-48.022.163;;BIANCA PAULINO MENEZES TEIXEIRA BORGES 95475516120
1837;7,48261E+11;8492764;1;53;BRASÍLIA;DF;ASA NORTE;70834400;EQN 402/403;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.779.901;-47.874.573;;SAO CRISTOVAO INVESTIMENTO E PARTICIPAÇÃO S.A.
2206;7,48296E+11;7961375;1;67;BRASILIA;DF;AGUAS CLARAS;71936250;AV DAS ARAUCARIAS LOTE 1835;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;CONDOMINIO CIVIL DO AGUAS CLARAS SHOPPING & OFFICE
1140;7,83066E+11;28853343;1;18;BRASÍLIA;DF;LAGO SUL;71655010;SHIS QI 19 CONJUNTO 01 ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;-1.581.859;-47.895.888;;BARBARA CALDEIRA MACEDO 03055505190
1234;7,78166E+11;26072398;1;65;BRASÍLIA;DF;ÁGUAS CLARAS SUL;71929720;RUA 31;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.839.285;-48.036.264;;DURANGO BURGER RESTAURANTE E BAR EIRELI EPP
2556;7,8898E+11;26577248;1;3;BRASILIA;DF;LAGO NORTE;71503505;QUADRA SHIN ;S/N;;5300108;4;LAGO NORTE;1;BRASILIA - DF;;;;DOCARIA DA TORRE COMERCIO DE ALIMENTOS LTDA
1190;7,5144E+11;2594745;1;51;BRASÍLIA;DF;OCTOGONAL;70660645;ÁREA ESPECIAL 1/4;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;-15.807.926;-47.940.047;;JAEL DA CONCEICAO CAETANO ME
3265;7,6906E+11;20766948;1;60;BRASILIA;DF;ASA NORTE ;70760531;QUADRA SCLRN 713 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;7;BAR E RESTAURANTE BEER CLUB LTDA ME 
4627;;33990133;1;1;VALPARAISO DE GOIAS;GO;VALPARAISO GO;72873157;QUADRA 04 CASA 62 ;S/N;;5221858;10;PARA;;;;;7;ESPETINHO DO CARECA
4079;7,97164E+11;36712140;1;30;BRASILIA;DF;CEILANDIA NORTE;72225171;QUADRA QNN 17 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;20;ACOUGUE JR CARNE EIRELI
2829;7,93699E+11;34752046;1;89;BRASILIA;DF;SETOR LESTE GAMA;72460210;QUADRA 21;S/N;;5300108;8;GAMA;1;BRASILIA - DF;;;7;ARMAZEM 21 CARNE DE SOL BAR E REST. EIRELI
2494;7,73687E+11;23268405;1;0;BRASILIA;DF;CEILANDIA SUL;72215011;QNM 1 CONJUNTO A ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;SUSHI BAKANA COMERCIAL DE ALIMENTOS LTDA-ME
2300;7,86095E+11;30535814;1;91;BRASILIA;DF;PARANOA;71573017;AV PARANOA - QUADRA 29 CONJ 21;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;;CILENE FERREIRA DE SOUZA 76338436320
1029;7,74621E+11;23805311;1;23;BRASILIA;DF;AGUAS CLARAS;71936250;AVENIDA ARAUCÁRIAS LOTE 1325;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.839.785;-48.018.979;;RAMOS & SCALERCIO CERVEJARIA LTDA ME
4402;7,97629E+11;36966715;1;40;BRASILIA;DF;"	RIACHO FUNDO II";71880512;QUADRA QN 5A ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;1;MESTRE ATACADISTA LTDA
3107;7,43259E+11;4995334;1;1;BRASILIA;DF;NUCLEO BANDEIRANTE;71715000;2A AVENIDA COMERCIAL;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;;COMERCIAL DE DOCES CANARINHO EIRELI ME 
1761;7,48E+11;8325135;1;39;BRASÍLIA;DF;SAMAMBAIA NORTE;72318550;QS 404;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.868.408;-48.085.931;;ROMA PAES E CONVENIENCIA LTDA ME
3024;7,47458E+11;1715581;1;0;BRASILIA;DF;GAMA ;72410010;PRACA 01 LOTE 02 ;S/N;;5300108;8;GAMA;1;BRASILIA - DF;;;2;AMILTON JOSE DE MAGALHAES ME 
694;7,47775E+11;8199231;1;88;BRASÍLIA;DF;LAGO SUL;71625009;SHIS QI 9 ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;-15.835.257;-47.880.958;;ZENITH BRASILIA RESTAURANTE E LANCHONETE LTDA ME
2791;7,83027E+11;28849946;1;46;BRASILIA;DF;BRASILIA;70070600;CONSELHO NAC. DO MIN. PÚBLICO QUADRA 2;S/N;;5300108;5;SUDOESTE/SIA/OCTOGONAL;1;BRASILIA - DF;;;;ANAX BRASIL COMECIO E SERVIÇOS LTDA
3750;7,30479E+11;47508411;949;75;BRASILIA;DF;ASA NORTE;70835400;QUADRA EQN 404/405;1;;5300108;1;ASA SUL;;;;;32;CIA BRASILEIRA DE DISTRIBUICAO
1468;7,51504E+11;10565310;1;7;BRASILIA;DF;VICENTE PIRES;72007750;RUA 12 CHÁCARA 129A CONJUNTO A;S/N;;5300108;7;VICENTE PIRES;1;BRASILIA - DF;-15.794.493;-48.051.221;;PRAVOCE COMERCIAL DE ALIMENTOS LTDA - VICENTE PIRES
4593;7,90501E+11;33017057;1;52;BRASILIA;DF;ASA NORTE;70730650;ST SHCGN CR QD 704/705 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;14;CAFE COBOGO COMERCIO DE ALIMENTOS LTDA
3535;7,69579E+11;21060452;1;39;BRASILIA;DF;CANDANGOLÂNDIA;71727800;SETOR DE POSTOS E MOTÉIS SUL I (LADO PAR;1;;5300108;1;ASA SUL;;;;;21;RS CONVENIÊNCIA LTDA - ME
216;7,41516E+11;4059113;1;13;BRASILIA;DF;ASA SUL;70278400;EQS 412/413 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.831.811;-47.910.948;1;SUPERMERCADO TATA S.A. - BIG BOX 412/413 SUL 
1243;7,50936E+11;10316212;1;36;BRASÍLIA;DF;ASA NORTE;70770730;SHCGN CLR QUADRA 716 BLOCO B LOJA 61;716;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;SAL E PIMENTA RESTAURANTE LTDA ME
3577;7,89775E+11;32627752;1;73;BRASILIA;DF;ASA NORTE;70752540;CLN 109 BLOCO D LOJA QUADRA 51;51;;5300108;1;ASA SUL;;;;;10;RINCON IBERICO COMERCIO DE ALIMENTOS LTDA
3808;590043773;8922937;1;26;GUAPORE;RS;DISTRITO DE SANTO ANTONIO;99200000;EST LINHA GENERAL CARNEIRO;S/N;;4309407;1;ASA SUL;;;;;1;VINÍCOLA GIARETTA LTDA
1961;7,52213E+11;10881972;1;96;BRASILIA;DF;ASA NORTE;70770640;SCRN 716 BLOCO D ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;15.739.027;4.790.111;;COMERCIO DE PRODUTOS NATURAIS VITAZEM LTDA ME
4314;8,00922E+11;39394202;1;9;BRASILIA;DF;ASA SUL;70375510;SHCS CL QUADRA 112;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;7;LKT VENDENDO SONHOS LTDA
1588;7,41641E+11;4112316;4;79;BRASILIA;DF;ASA SUL;70390039;SEPS 703/903;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;-15.799.695;-47.898.104;10;ANA C DE OLIVEIRA ALIMENTOS ME
3047;7,72247E+11;22502906;1;47;BRASILIA;DF;S0   OBRADINHO;73031125;QUADRA 3 ;S/N;;5300108;4;LAGO NORTE;1;BRASILIA - DF;;;2;2 IRMAOS E CIA SUPERMERCADO EIRELI EPP
2215;7,82209E+11;28289480;1;71;BRASILIA;DF;GAMA;72405460;QUADRA 46;S/N;;5300108;8;GAMA;1;BRASILIA - DF;;;;D AXHCAR CONVENIENCIA CENTRAL LTDA ME
3045;7,801E+11;27152970;1;69;BRASILIA;DF;SOBRADINHO;73010700;Q ST URB QUADRA 09 ;S/N;;5300108;11;SOBRADINHO;1;BRASILIA - DF;;;;FMX INDUSTRIA E COM. DE PANIFICAÇAO LTDA
3241;7,99245E+11;37845111;1;9;BRASILIA;DF;SETOR DE HAB. IND. SUL LAGO SUL;71625009;QUADRA SHIS QI 9 ;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;;;6;PECATTO COMERCIO DE ALIMENTOS EIRELI
4442;8,05372E+11;41860565;1;26;BRASILIA;DF;GUARA;71219900;SMAS 6580;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;7;COMPLEXO GASTRONOMICO PARKSHOPPING LTDA
3101;7,70085E+11;21333974;10;58;BRASILIA;DF;TAGUATINGA SUL;72015555;CSB 5 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;;SIC. COMERCIAL DE ALIMENTOS LTDA -BELLAVIA TAG. SUL
2725;7,88536E+11;31909407;1;60;BRASILIA;DF;ASA SUL;70200002;TRECHO 2 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;DIEGO SILVEIRA DE FREITAS 05122728917
2642;7,50746E+11;8768315;1;95;BRASILIA;DF;ASA NORTE;70800200;SHTN TRECHO 01 ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;;;;BALSA RESTAURANTE LTDA ME
2141;7,68201E+11;20280918;1;49;BRASILIA;DF;LAGO SUL;71680120;SMDB CONJUNTO 12;S/N;;5300108;2;LAGO SUL/SAO SEBASTIAO;1;BRASILIA - DF;-15.856.675;-47.832.207;;HASHI COMERCIO DE ALIMENTOS
3813;6,14001E+11;61087367;6;93;SANTA FE DO SUL;SP;ZONA RURAL;15775000;ESTRADA VICINAL VERISSIMO FERNANDES;S/N;;3546603;1;ASA SUL;;;;;1;LATICINIOS CATUPIRY LTDA
2067;7,62159E+11;16841780;3;2;BRASILIA;DF;AGUAS CLARAS;71900100;AV. DAS CASTANHEIRAS, LOTE 1060;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;-15.834.621;-48.017.196;;LCP RESTAURANTE E PIZZARIA EIRELLI
1319;7,41617E+11;1429081;1;2;BRASÍLIA;DF;ASA NORTE;70910000;CAMPUS UNIVERSITÁRIO DARCY RIBEIRO ;S/N;;5300108;3;ASA NORTE/SOFN/NOROESTE;1;BRASILIA - DF;-15.765.876;-47.872.175;;EDILMA FERNANDES DE QUEIROZ ME
3133;7,85529E+11;30273678;1;9;BRASILIA;DF;AGUAS CLARAS;71936250;AV DAS ARAUCÁRIAS LOTE 4530 ;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;;;;;;PANNABREAD PAES E DELICIAS EIRELI
3443;7,97649E+11;36978397;1;38;BRASILIA;DF;ASA SUL;70360535;QUADRA SHCS CRS QUADRA 510 BLOCO C 11 LJ;13;;5300108;1;ASA SUL;;;;;21;DLM CONVENIENCIA E LANCHONETE LTDA
3617;7,62159E+11;16841780;1;32;BRASILIA;DF;NORTE (ÁGUAS CLARAS);71900100;AVENIDA DAS CASTANHEIRAS;22/23;;5300108;1;ASA SUL;;;;;35;LCP RESTAURANTE E PIZZARIA EIRELI - EPP
3558;7,85523E+11;30269714;1;60;BRASILIA;DF;SETOR HABITACIONAL JARDIM BOTÂNICO (LAGO;71680362;CONDOMÍNIO SAN DIEGO;4;;5300108;1;ASA SUL;;;;;19;CAVALCANTE TORTEIRIA EIRELLI
320;7,55715E+11;12810963;1;30;BRASÍLIA;DF;GUARA I;71010701;QE 2 BLOCO J;S/N;;5300108;6;TAGUATINGA/GUARA/AGUAS CLARAS;1;BRASILIA - DF;;;;ANA CRISTINA DE LIMA  EPP
3208;7,51504E+11;10565310;16;93;BRASILIA;DF;ASA SUL;70303000;SCS QUADRA 3 ;S/N;;5300108;1;ASA SUL;1;BRASILIA - DF;;;1;PRAVOCE COMERCIAL DE ALIMNTOS LTDA - SCS 
